key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
liller_1,263.352333,-33.389556,Liller 1,mw,1,,0.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.532,0.093,0.093,Baumgardt2021MNRAS.505.5957B,5.55,0.2,0.2,Baumgardt2020PASA...37...46B,67.9,0.8,0.8,,,,,Crociati2023ApJ...951...17C,-5.4028,0.1087,0.1087,-7.4313,0.0769,0.0769,Vasiliev2021MNRAS.505.5978V,-0.28,,,0.17,,,,Crociati2023ApJ...951...17C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.98,0.2,0.2,5.83,8.06,0.0,0.0,354.8402941,-0.1606412,-6.4,-0.56,4.87,0.73,780.71,392.59,0.73,,,-0.28,,,spectroscopic,58.64,23.22,,,,,1.29,,,1.29,,,15.14,
lynga_7,242.765213,-55.317776,Lynga 7,mw,1,,1.7,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.488,0.044,0.044,Baumgardt2021MNRAS.505.5957B,7.62,0.14,0.14,Baumgardt2020PASA...37...46B,17.86,0.83,0.83,,,,,Baumgardt2018MNRAS.478.1520B,-3.851,0.0269,0.0269,-7.0495,0.0271,0.0271,Vasiliev2021MNRAS.505.5978V,-1.01,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.48,1.03,1.03,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.87,0.14,0.14,4.98,7.9,0.0,0.0,328.7690878,-2.7973396,-7.73,-0.55,1.51,4.33,782.62,394.49,4.33,,,-1.01,,,spectroscopic,-98.69,-158.18,,,,,3.91,,,3.91,,,19.66,
ngc_0104,6.023792,-72.081306,NGC 104,mw,1,,3.07,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.276,0.015,0.015,Baumgardt2021MNRAS.505.5957B,3.96,0.05,0.05,Baumgardt2020PASA...37...46B,-17.45,0.16,0.16,,,,,Baumgardt2018MNRAS.478.1520B,5.2516,0.0214,0.0214,-2.5515,0.0214,0.0214,Vasiliev2021MNRAS.505.5978V,-0.802,0.001,0.001,0.033,0.001,0.001,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.52,0.49,0.49,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-9.32,0.05,0.05,5.96,4.52,0.0,0.0,305.8947338,-44.8893177,-3.14,-3.1,-0.98,7.48,778.05,389.92,7.48,,,-0.8,0.0,0.0,spectroscopic,-158.54,-189.42,,,,,4.04,,,4.04,,,17.28,
ngc_0288,13.1885,-26.582611,NGC 288,mw,1,,2.23,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.768,0.021,0.021,Baumgardt2021MNRAS.505.5957B,8.01,0.04,0.04,Baumgardt2020PASA...37...46B,-44.45,0.13,0.13,,,,,Baumgardt2018MNRAS.478.1520B,4.1641,0.0241,0.0241,-5.7053,0.0243,0.0243,Vasiliev2021MNRAS.505.5978V,-1.32,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.54,0.43,0.43,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.76,0.04,0.04,4.94,8.99,0.0,0.0,151.2851618,-89.3804137,0.09,-8.93,-1.01,12.17,772.91,384.81,12.17,,,-1.32,,,spectroscopic,-51.08,-20.62,,,,,5.83,,,5.83,,,20.64,
ngc_0362,15.809416,-70.848778,NGC 362,mw,1,,0.86,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.73,0.024,0.023,Baumgardt2021MNRAS.505.5957B,6.32,0.03,0.03,Baumgardt2020PASA...37...46B,223.12,0.28,0.28,,,,,Baumgardt2018MNRAS.478.1520B,6.6935,0.0245,0.0245,-2.5354,0.0242,0.0242,Vasiliev2021MNRAS.505.5978V,-1.191,0.002,0.002,0.038,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,10.87,0.42,0.42,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.41,0.03,0.03,5.6,8.83,0.0,0.0,301.5329826,-46.2474099,-5.88,-6.16,-2.36,9.6,779.62,391.52,9.6,,,-1.19,0.0,0.0,spectroscopic,77.4,47.52,,,,,2.21,,,2.21,,,16.88,
ngc_1261,48.067543,-55.216225,NGC 1261,mw,1,,0.68,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.074,0.025,0.025,Baumgardt2021MNRAS.505.5957B,8.28,0.04,0.04,Baumgardt2020PASA...37...46B,71.34,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,1.5957,0.0249,0.0249,-2.0642,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.27,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.83,0.42,0.42,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.79,0.04,0.04,5.35,16.4,0.0,0.0,270.5387153,-52.1243513,-6.89,-12.06,-8.72,18.26,779.71,391.73,18.26,,,-1.27,,,spectroscopic,-85.51,-104.62,,,,,3.24,,,3.24,,,18.33,
ngc_1851,78.52816,-40.046555,NGC 1851,mw,1,,0.5,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.387,0.024,0.024,Baumgardt2021MNRAS.505.5957B,7.01,0.04,0.04,Baumgardt2020PASA...37...46B,321.4,1.55,1.55,,,,,Baumgardt2018MNRAS.478.1520B,2.1452,0.024,0.024,-0.6496,0.0242,0.0242,Vasiliev2021MNRAS.505.5978V,-1.209,0.002,0.002,0.033,0.001,0.001,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,10.49,0.58,0.58,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.38,0.04,0.04,5.58,11.95,0.0,0.0,244.5132289,-35.0359835,-2.88,-5.79,-10.05,16.65,778.81,390.75,16.65,,,-1.21,0.0,0.0,spectroscopic,130.86,107.2,,,,,1.74,,,1.74,,,16.39,
ngc_1904,81.045837,-24.524416,NGC 1904,mw,1,,0.68,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.583,0.03,0.03,Baumgardt2021MNRAS.505.5957B,7.91,0.04,0.04,Baumgardt2020PASA...37...46B,205.76,0.2,0.2,,,,,Baumgardt2018MNRAS.478.1520B,2.469,0.0249,0.0249,-1.5938,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.6,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.14,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-7.67,0.04,0.04,5.3,13.08,0.0,0.0,227.2298973,-29.3500944,0.03,-5.12,-12.04,19.05,776.93,388.89,19.05,,,-1.6,,,spectroscopic,37.16,24.9,,,,,2.59,,,2.59,,,17.96,
ngc_2298,102.247543,-36.005306,NGC 2298,mw,1,,0.84,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.962,0.037,0.037,Baumgardt2021MNRAS.505.5957B,8.63,0.03,0.03,Baumgardt2020PASA...37...46B,147.15,0.57,0.57,,,,,Baumgardt2018MNRAS.478.1520B,3.3195,0.0255,0.0255,-2.1755,0.0256,0.0256,Vasiliev2021MNRAS.505.5978V,-1.98,0.1,0.1,,,,,Bandyopadhyay2025AJ....170...37B,,,,,,,,,,,,,,,12.84,0.59,0.59,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.33,0.03,0.03,4.77,9.83,0.0,0.0,245.628606,-16.0063581,-2.96,-1.71,-9.21,15.03,780.27,392.18,15.03,,,-1.98,0.1,0.1,spectroscopic,-75.15,-115.86,,,,,2.4,,,2.4,,,19.14,
ngc_2419,114.535286,38.881944,NGC 2419,sagittarius_1,1,,0.85,0.01,0.01,103.0,6.0,6.0,0.05,0.01,0.01,,Munoz2018ApJ...860...66M,19.734,0.059,0.059,Baumgardt2021MNRAS.505.5957B,10.35,0.03,0.03,Baumgardt2020PASA...37...46B,-21.1,0.31,0.31,4.61,0.53,0.53,,Baumgardt2018MNRAS.478.1520B,0.0073,0.0278,0.0278,-0.5226,0.0264,0.0264,Vasiliev2021MNRAS.505.5978V,-2.15,,,,,,,Harris1996AJ....112.1487H,,,,,,,,1.07,0.01,0.01,1.71,0.02,0.02,Munoz2018ApJ...860...66M,12.65,0.71,0.71,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-9.38,0.03,0.03,5.99,88.47,0.0,0.0,180.3695663,25.2414886,58.53,43.51,-50.09,95.88,756.81,373.68,114.33,,,-2.15,,,spectroscopic,-30.88,-17.41,5.62,0.11,0.1,,21.87,0.25,0.26,21.32,0.28,0.27,20.83,
ngc_2808,138.012909,-64.863495,NGC 2808,mw,1,,0.84,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.013,0.024,0.024,Baumgardt2021MNRAS.505.5957B,5.45,0.04,0.04,Baumgardt2020PASA...37...46B,103.57,0.27,0.27,,,,,Baumgardt2018MNRAS.478.1520B,0.9944,0.0238,0.0238,0.2734,0.024,0.024,Vasiliev2021MNRAS.505.5978V,-1.105,0.003,0.003,0.055,0.003,0.003,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,10.9,0.57,0.57,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-9.56,0.04,0.04,6.06,10.06,0.0,0.0,282.1930209,-11.2525928,-8.06,-1.33,-5.87,11.55,784.23,396.1,11.55,,,-1.1,0.0,0.0,spectroscopic,-130.72,-197.33,,,,,2.46,,,2.46,,,15.96,
ngc_3201,154.403427,-46.412476,NGC 3201,mw,1,,3.75,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.378,0.019,0.02,Baumgardt2021MNRAS.505.5957B,6.03,0.04,0.04,Baumgardt2020PASA...37...46B,493.65,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,8.3476,0.022,0.022,-1.9575,0.0221,0.0221,Vasiliev2021MNRAS.505.5978V,-1.477,0.004,0.004,0.036,0.003,0.003,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,11.25,0.45,0.45,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.35,0.04,0.04,5.17,4.74,0.0,0.0,277.2287933,8.6403798,-3.58,1.04,-2.92,8.88,780.49,392.35,8.88,,,-1.48,0.0,0.0,spectroscopic,255.54,179.53,,,,,5.17,,,5.17,,,19.79,
ngc_4147,182.52626,18.542639,NGC 4147,mw,1,,0.47,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.34,0.025,0.025,Baumgardt2021MNRAS.505.5957B,10.23,0.04,0.04,Baumgardt2020PASA...37...46B,179.35,0.31,0.31,,,,,Baumgardt2018MNRAS.478.1520B,-1.707,0.0273,0.0273,-2.0896,0.0274,0.0274,Vasiliev2021MNRAS.505.5978V,-1.8,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.13,0.46,0.46,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.11,0.04,0.04,4.68,18.54,0.0,0.0,252.8482835,77.1894913,-1.77,18.37,-1.7,20.72,785.6,397.61,20.72,,,-1.8,,,spectroscopic,134.06,92.24,,,,,2.53,,,2.53,,,19.48,
ngc_4372,186.439101,-72.659084,NGC 4372,mw,1,,3.47,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.784,0.08,0.08,Baumgardt2021MNRAS.505.5957B,6.16,0.05,0.05,Baumgardt2020PASA...37...46B,75.59,0.3,0.3,,,,,Baumgardt2018MNRAS.478.1520B,-6.409,0.0241,0.0241,3.2975,0.0238,0.0238,Vasiliev2021MNRAS.505.5978V,-2.17,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.54,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-7.62,0.05,0.05,5.28,5.71,0.0,0.0,300.9931502,-9.8840812,-5.4,-0.8,-1.68,7.18,781.13,392.98,7.18,,,-2.17,,,spectroscopic,-126.61,-194.84,,,,,5.77,,,5.77,,,19.75,
ngc_4590,189.866577,-26.744057,NGC 4590,mw,1,,1.47,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.086,0.021,0.021,Baumgardt2021MNRAS.505.5957B,7.84,0.04,0.04,Baumgardt2020PASA...37...46B,-93.11,0.18,0.18,,,,,Baumgardt2018MNRAS.478.1520B,-2.739,0.024,0.024,1.7786,0.0239,0.0239,Vasiliev2021MNRAS.505.5978V,-2.23,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.17,0.51,0.51,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.25,0.04,0.04,5.13,10.4,0.0,0.0,299.6257772,36.0508278,-8.01,6.37,-1.87,10.33,786.32,398.18,10.33,,,-2.23,,,spectroscopic,-255.98,-333.92,,,,,4.45,,,4.45,,,19.57,
ngc_4833,194.891342,-70.876503,NGC 4833,mw,1,,1.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.058,0.028,0.028,Baumgardt2021MNRAS.505.5957B,6.2,0.03,0.03,Baumgardt2020PASA...37...46B,201.99,0.4,0.4,,,,,Baumgardt2018MNRAS.478.1520B,-8.3774,0.0249,0.0249,-0.9631,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.85,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.68,0.6,0.6,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.86,0.03,0.03,5.38,6.48,0.0,0.0,303.6040165,-8.0153622,-6.23,-0.73,-1.62,7.09,781.88,393.74,7.09,,,-1.85,,,spectroscopic,5.42,-63.61,,,,,3.26,,,3.26,,,18.28,
ngc_5024,198.230209,18.168165,NGC 5024,mw,1,,1.2,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.336,0.022,0.022,Baumgardt2021MNRAS.505.5957B,7.64,0.04,0.04,Baumgardt2020PASA...37...46B,-63.37,0.25,0.25,,,,,Baumgardt2018MNRAS.478.1520B,-0.1334,0.0241,0.0241,-1.3306,0.024,0.024,Vasiliev2021MNRAS.505.5978V,-2.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.72,0.44,0.44,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.7,0.04,0.04,5.71,18.5,0.0,0.0,332.9629924,79.7641888,-3.17,18.0,2.88,18.99,785.7,397.72,18.99,,,-2.1,,,spectroscopic,-73.51,-113.1,,,,,6.46,,,6.46,,,18.93,
ngc_5053,199.112885,17.700251,NGC 5053,mw,1,,2.43,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.22,0.029,0.029,Baumgardt2021MNRAS.505.5957B,9.89,0.04,0.04,Baumgardt2020PASA...37...46B,42.82,0.25,0.25,,,,,Baumgardt2018MNRAS.478.1520B,-0.3293,0.0253,0.0253,-1.2129,0.0253,0.0253,Vasiliev2021MNRAS.505.5978V,-2.27,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.68,0.47,0.47,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.33,0.04,0.04,4.77,17.54,0.0,0.0,335.6987868,78.9461341,-3.19,16.99,2.95,17.99,785.3,397.29,17.99,,,-2.27,,,spectroscopic,33.33,-6.54,,,,,12.4,,,12.4,,,22.71,
ngc_5139,201.696991,-47.479473,NGC 5139,mw,1,,4.79,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.672,0.019,0.019,Baumgardt2021MNRAS.505.5957B,3.13,0.04,0.04,Baumgardt2020PASA...37...46B,232.78,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,-3.2499,0.0217,0.0217,-6.7463,0.0216,0.0216,Vasiliev2021MNRAS.505.5978V,-1.53,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.52,0.64,0.64,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-10.54,0.04,0.04,6.45,5.43,0.0,0.0,309.1020142,14.9683298,-5.19,1.48,-0.59,6.46,781.59,393.44,6.46,,,-1.53,,,spectroscopic,58.52,-18.97,,,,,7.56,,,7.56,,,17.42,
ngc_5272,205.548416,28.377277,NGC 5272,mw,1,,1.15,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.038,0.017,0.017,Baumgardt2021MNRAS.505.5957B,6.36,0.04,0.04,Baumgardt2020PASA...37...46B,-147.2,0.27,0.27,,,,,Baumgardt2018MNRAS.478.1520B,-0.1519,0.0228,0.0228,-2.6696,0.0222,0.0222,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.88,0.42,0.42,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.68,0.04,0.04,5.7,10.18,0.0,0.0,42.2169467,78.7068501,-0.18,9.7,3.07,12.06,779.62,391.53,12.06,,,-1.5,,,spectroscopic,-105.38,-129.79,,,,,3.4,,,3.4,,,17.55,
ngc_5286,206.61171,-51.374249,NGC 5286,mw,1,,0.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.226,0.028,0.028,Baumgardt2021MNRAS.505.5957B,6.61,0.03,0.03,Baumgardt2020PASA...37...46B,62.38,0.4,0.4,,,,,Baumgardt2018MNRAS.478.1520B,0.1984,0.0255,0.0255,-0.1533,0.0253,0.0253,Vasiliev2021MNRAS.505.5978V,-1.658,0.003,0.003,0.051,0.003,0.003,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.68,0.52,0.52,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.62,0.03,0.03,5.68,11.1,0.0,0.0,311.6141926,10.5677972,-10.85,2.14,-0.86,8.45,786.98,398.83,8.45,,,-1.66,0.0,0.0,spectroscopic,-108.28,-183.8,,,,,2.36,,,2.36,,,16.82,
ngc_5466,211.363709,28.534445,NGC 5466,mw,1,,2.04,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.037,0.022,0.022,Baumgardt2021MNRAS.505.5957B,9.32,0.03,0.03,Baumgardt2020PASA...37...46B,106.82,0.2,0.2,,,,,Baumgardt2018MNRAS.478.1520B,-5.3423,0.0245,0.0245,-0.8223,0.0242,0.0242,Vasiliev2021MNRAS.505.5978V,-1.98,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.02,0.48,0.48,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.72,0.03,0.03,4.92,16.12,0.0,0.0,42.15023,73.5922453,-0.41,14.87,6.21,16.46,781.28,393.28,16.46,,,-1.98,,,spectroscopic,163.54,141.89,,,,,9.57,,,9.57,,,21.76,
ngc_5634,217.405335,-5.97643,NGC 5634,mw,1,,0.61,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.071,0.052,0.052,Baumgardt2021MNRAS.505.5957B,9.36,0.07,0.07,Baumgardt2020PASA...37...46B,-16.07,0.6,0.6,,,,,Baumgardt2018MNRAS.478.1520B,-1.6918,0.0269,0.0269,-1.4781,0.0263,0.0263,Vasiliev2021MNRAS.505.5978V,-1.88,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.84,0.51,0.51,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-7.71,0.07,0.07,5.32,25.95,0.0,0.0,342.209708,49.2602886,-15.37,18.76,9.24,21.85,795.55,407.59,21.85,,,-1.88,,,spectroscopic,-51.13,-105.79,,,,,4.61,,,4.61,,,19.18,
ngc_5694,219.901245,-26.538776,NGC 5694,mw,1,,0.68,0.15,0.15,32.0,24.0,24.0,0.08,0.16,0.16,,Munoz2018ApJ...860...66M,17.71,0.046,0.046,Baumgardt2021MNRAS.505.5957B,9.6,0.12,0.12,Baumgardt2020PASA...37...46B,-139.55,0.49,0.49,,,,,Baumgardt2018MNRAS.478.1520B,-0.4636,0.0293,0.0293,-1.1046,0.029,0.029,Vasiliev2021MNRAS.505.5978V,-1.98,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.42,0.01,0.01,3.2,0.08,0.08,Munoz2018ApJ...860...66M,13.44,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-8.11,0.12,0.12,5.48,34.83,0.0,0.0,331.0556346,30.3599845,-29.2,16.72,9.01,29.19,807.12,419.13,29.19,,,-1.98,,,spectroscopic,-228.44,-294.61,,,,,6.86,1.5,1.51,6.23,1.4,1.49,19.43,
ngc_5824,225.994156,-33.068138,NGC 5824,mw,1,,0.49,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.506,0.041,0.041,Baumgardt2021MNRAS.505.5957B,8.4,0.07,0.07,Baumgardt2020PASA...37...46B,-25.24,0.52,0.52,,,,,Baumgardt2018MNRAS.478.1520B,-1.1892,0.026,0.026,-2.2338,0.0257,0.0257,Vasiliev2021MNRAS.505.5978V,-1.91,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.53,0.01,0.01,3.82,0.05,0.05,Munoz2018ApJ...860...66M,12.8,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-9.11,0.07,0.07,5.88,31.71,0.0,0.0,332.5549408,22.0705375,-28.36,11.0,8.96,25.45,804.11,416.1,25.45,,,-1.91,,,spectroscopic,-116.61,-181.55,,,,,4.52,,,4.52,,,17.74,
ngc_5897,229.351659,-21.010122,NGC 5897,mw,1,,2.09,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.493,0.041,0.041,Baumgardt2021MNRAS.505.5957B,8.2,0.04,0.04,Baumgardt2020PASA...37...46B,101.31,0.22,0.22,,,,,Baumgardt2018MNRAS.478.1520B,-5.4217,0.0252,0.0252,-3.3926,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.9,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.3,1.2,1.2,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-7.29,0.04,0.04,5.15,12.55,0.0,0.0,342.9460171,30.2943092,-9.77,5.78,5.35,7.43,786.13,398.02,7.43,,,-1.9,,,spectroscopic,53.69,-3.14,,,,,7.63,,,7.63,,,20.69,
ngc_5904,229.638412,2.081028,NGC 5904,mw,1,,1.62,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.369,0.017,0.017,Baumgardt2021MNRAS.505.5957B,5.86,0.03,0.03,Baumgardt2020PASA...37...46B,53.5,0.25,0.25,,,,,Baumgardt2018MNRAS.478.1520B,4.0856,0.023,0.023,-9.8696,0.0231,0.0231,Vasiliev2021MNRAS.505.5978V,-1.313,0.001,0.001,0.027,0.001,0.001,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,11.46,0.44,0.44,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.51,0.03,0.03,5.64,7.48,0.0,0.0,3.8587252,46.7963692,-3.52,5.01,4.29,6.24,780.46,392.34,6.24,,,-1.31,0.0,0.0,spectroscopic,79.3,40.67,,,,,3.52,,,3.52,,,17.8,
ngc_5927,232.002869,-50.673031,NGC 5927,mw,1,,1.29,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.588,0.029,0.029,Baumgardt2021MNRAS.505.5957B,6.35,0.04,0.04,Baumgardt2020PASA...37...46B,-104.09,0.28,0.28,,,,,Baumgardt2018MNRAS.478.1520B,-5.0564,0.0246,0.0246,-3.2166,0.0249,0.0249,Vasiliev2021MNRAS.505.5978V,-0.49,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.89,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.24,0.04,0.04,5.53,8.27,0.0,0.0,326.604124,4.8597999,-8.14,0.55,1.39,4.76,783.44,395.3,4.76,,,-0.49,,,spectroscopic,-227.4,-292.33,,,,,3.1,,,3.1,,,17.79,
ngc_5946,233.869051,-50.659713,NGC 5946,mw,1,,0.7,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.921,0.115,0.116,Baumgardt2021MNRAS.505.5957B,7.82,0.08,0.08,Baumgardt2020PASA...37...46B,137.6,0.94,0.94,,,,,Baumgardt2018MNRAS.478.1520B,-5.331,0.0275,0.0275,-1.6572,0.0271,0.0271,Vasiliev2021MNRAS.505.5978V,-1.29,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.39,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-7.1,0.08,0.08,5.07,9.64,0.0,0.0,327.5827558,4.1908504,-9.46,0.51,1.77,5.2,784.53,396.4,5.2,,,-1.29,,,spectroscopic,17.72,-46.21,,,,,1.96,,,1.96,,,17.93,
ngc_5986,236.512497,-37.786415,NGC 5986,mw,1,,0.93,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.114,0.027,0.027,Baumgardt2021MNRAS.505.5957B,6.84,0.04,0.04,Baumgardt2020PASA...37...46B,101.18,0.43,0.43,,,,,Baumgardt2018MNRAS.478.1520B,-4.1925,0.0259,0.0259,-4.568,0.0256,0.0256,Vasiliev2021MNRAS.505.5978V,-1.59,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.55,0.56,0.56,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-8.27,0.04,0.04,5.54,10.54,0.0,0.0,337.022171,13.2683805,-9.66,2.02,3.7,4.86,784.89,396.77,4.86,,,-1.59,,,spectroscopic,21.21,-38.27,,,,,2.85,,,2.85,,,17.57,
