key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
ngc_6749,286.314056,1.899756,NGC 6749,mw,1,,1.89,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.401,0.062,0.061,Baumgardt2021MNRAS.505.5957B,6.28,0.06,0.06,Baumgardt2020PASA...37...46B,-58.44,0.96,0.96,,,,,Baumgardt2018MNRAS.478.1520B,-2.8293,0.0276,0.0276,-6.0057,0.0274,0.0274,Vasiliev2021MNRAS.505.5978V,-1.6,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.12,0.06,0.06,5.48,7.59,0.0,0.0,36.199979,-2.2054272,-1.47,-1.11,7.36,4.91,775.56,387.45,4.91,,,-1.6,,,spectroscopic,96.61,114.89,,,,,4.17,,,4.17,,,18.55,
ngc_6752,287.717102,-59.984554,NGC 6752,mw,1,,2.39,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.077,0.022,0.021,Baumgardt2021MNRAS.505.5957B,5.22,0.05,0.05,Baumgardt2020PASA...37...46B,-26.01,0.12,0.12,4.9,0.4,0.4,,Baumgardt2018MNRAS.478.1520B,-3.1611,0.0225,0.0225,-4.0272,0.0224,0.0224,Vasiliev2021MNRAS.505.5978V,-1.517,0.002,0.002,0.032,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.26,0.46,0.46,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.86,0.05,0.05,5.38,4.12,0.0,0.0,336.4929127,-25.6283408,-3.51,-1.91,1.01,5.25,778.42,390.28,5.25,,,-1.52,0.0,0.0,spectroscopic,-107.03,-143.32,4.81,0.07,0.07,,2.87,,,2.87,,,18.0,
ngc_6760,287.800268,1.030466,NGC 6760,mw,1,,1.37,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.624,0.111,0.111,Baumgardt2021MNRAS.505.5957B,6.52,0.05,0.05,Baumgardt2020PASA...37...46B,-2.37,1.27,1.27,,,,,Baumgardt2018MNRAS.478.1520B,-1.107,0.026,0.026,-3.615,0.0262,0.0262,Vasiliev2021MNRAS.505.5978V,-0.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,0.05,0.05,5.47,8.41,0.0,0.0,36.1078121,-3.9243033,-1.64,-1.48,8.12,5.16,775.41,387.31,5.16,,,-0.4,,,spectroscopic,151.89,170.92,,,,,3.35,,,3.35,,,18.09,
ngc_6779,289.148193,30.183472,NGC 6779,mw,1,,0.98,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.091,0.03,0.03,Baumgardt2021MNRAS.505.5957B,7.35,0.05,0.05,Baumgardt2020PASA...37...46B,-136.97,0.45,0.45,4.0,0.6,0.6,,Baumgardt2018MNRAS.478.1520B,-2.0179,0.0251,0.0251,1.6176,0.0252,0.0252,Vasiliev2021MNRAS.505.5978V,-1.98,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,13.32,0.54,0.54,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.74,0.05,0.05,5.33,10.43,0.0,0.0,62.6594028,8.3363933,2.72,0.41,10.06,9.89,771.85,383.76,9.89,,,-1.98,,,spectroscopic,85.88,129.02,4.65,0.14,0.12,,2.97,,,2.97,,,18.2,
ngc_6809,294.998779,-30.96475,NGC 6809,mw,1,,2.96,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.641,0.021,0.021,Baumgardt2021MNRAS.505.5957B,6.04,0.03,0.03,Baumgardt2020PASA...37...46B,174.7,0.17,0.17,4.0,0.3,0.3,,Baumgardt2018MNRAS.478.1520B,-3.4316,0.0237,0.0237,-9.311,0.0237,0.0237,Vasiliev2021MNRAS.505.5978V,-1.94,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.93,0.51,0.51,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.6,0.03,0.03,5.27,5.35,0.0,0.0,8.7925671,-23.2716395,-3.06,-2.52,3.58,3.96,777.23,389.1,3.96,,,-1.94,,,spectroscopic,217.82,212.64,4.84,0.07,0.06,,4.6,,,4.6,,,19.29,
ngc_6838,298.443726,18.779194,NGC 6838,mw,1,,2.85,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.011,0.027,0.027,Baumgardt2021MNRAS.505.5957B,6.39,0.03,0.03,Baumgardt2020PASA...37...46B,-22.72,0.2,0.2,2.3,0.2,0.2,,Baumgardt2018MNRAS.478.1520B,-3.4161,0.0245,0.0245,-2.6559,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-0.78,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.4,0.55,0.55,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.62,0.03,0.03,4.88,4.0,0.0,0.0,56.7458914,-4.5644471,0.65,-0.75,3.88,6.82,774.54,386.4,6.82,,,-0.78,,,spectroscopic,188.44,232.43,4.21,0.08,0.07,,3.32,,,3.32,,,19.55,
ngc_6864,301.519784,-21.921164,NGC 6864,mw,1,,0.5383,0.0167,0.02,,,,,,,,Leanza2024A&A...688A.133L,16.561,0.048,0.048,Baumgardt2021MNRAS.505.5957B,8.02,0.04,0.04,Baumgardt2020PASA...37...46B,-189.5,0.3,0.3,,,,,Leanza2024A&A...688A.133L,-0.5975,0.0262,0.0262,-2.8099,0.0258,0.0258,Vasiliev2021MNRAS.505.5978V,-1.29,,,,,,,Harris1996AJ....112.1487H,0.08166666666666667,0.005,0.006666666666666667,5.158333333333333,0.17833333333333332,0.19833333333333333,Leanza2024A&A...688A.133L,,,,,,,,9.98,0.51,0.51,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-8.54,0.04,0.04,5.65,20.52,0.0,0.0,20.3040754,-25.7472401,-8.41,-10.67,15.38,14.33,776.48,388.61,14.33,,,-1.29,,,spectroscopic,-105.22,-95.47,,,,,3.21,0.11,0.11,3.21,0.11,0.11,17.56,
ngc_6934,308.547394,7.404472,NGC 6934,mw,1,,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.982,0.024,0.024,Baumgardt2021MNRAS.505.5957B,8.43,0.03,0.03,Baumgardt2020PASA...37...46B,-406.22,0.73,0.73,5.1,1.1,1.1,,Baumgardt2018MNRAS.478.1520B,-2.6545,0.026,0.026,-4.6887,0.0259,0.0259,Vasiliev2021MNRAS.505.5978V,-1.47,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.63,0.46,0.46,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.55,0.03,0.03,5.25,15.72,0.0,0.0,52.1032686,-18.8929661,1.23,-6.69,14.17,12.83,769.57,381.55,12.83,,,-1.47,,,spectroscopic,-217.88,-173.64,4.86,0.21,0.17,,2.97,,,2.97,,,18.38,
ngc_6981,313.365417,-12.537306,NGC 6981,mw,1,,0.85,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.109,0.024,0.024,Baumgardt2021MNRAS.505.5957B,9.17,0.04,0.04,Baumgardt2020PASA...37...46B,-331.39,1.47,1.47,,,,,Baumgardt2018MNRAS.478.1520B,-1.2736,0.0262,0.0262,-3.3608,0.0257,0.0257,Vasiliev2021MNRAS.505.5978V,-1.42,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.71,0.43,0.43,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.94,0.04,0.04,5.01,16.66,0.0,0.0,35.1623316,-32.6831323,-2.97,-10.45,12.64,12.55,772.2,384.22,12.55,,,-1.42,,,spectroscopic,-207.67,-178.25,,,,,4.12,,,4.12,,,19.71,
ngc_7006,315.372626,16.187323,NGC 7006,mw,1,,0.38,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,17.973,0.031,0.031,Baumgardt2021MNRAS.505.5957B,10.47,0.04,0.04,Baumgardt2020PASA...37...46B,-383.47,0.73,0.73,,,,,Baumgardt2018MNRAS.478.1520B,-0.1275,0.0274,0.0274,-0.6329,0.027,0.027,Vasiliev2021MNRAS.505.5978V,-1.52,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.51,0.01,0.01,2.55,0.07,0.07,Munoz2018ApJ...860...66M,12.25,0.75,0.75,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-7.5,0.04,0.04,5.23,39.32,0.0,0.0,63.7695782,-19.4071867,10.47,-16.9,33.92,36.68,753.53,366.08,36.68,,,-1.52,,,spectroscopic,-172.89,-116.69,,,,,4.35,,,4.35,,,19.26,
ngc_7078,322.493042,12.167001,NGC 7078,mw,1,,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.149,0.019,0.019,Baumgardt2021MNRAS.505.5957B,5.97,0.07,0.07,Baumgardt2020PASA...37...46B,-106.84,0.3,0.3,13.5,0.9,0.9,,Baumgardt2018MNRAS.478.1520B,-0.6588,0.0239,0.0239,-3.8025,0.0236,0.0236,Vasiliev2021MNRAS.505.5978V,-2.237,0.004,0.004,0.064,0.003,0.003,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.98,0.51,0.51,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-9.18,0.07,0.07,5.9,10.71,0.0,0.0,65.0126384,-27.3126255,2.88,-5.88,8.47,10.74,769.56,381.46,10.74,,,-2.24,0.0,0.0,spectroscopic,92.23,150.61,5.54,0.06,0.06,,2.03,,,2.03,,,15.92,
ngc_7089,323.362579,-0.82325,NGC 7089,mw,1,,0.9,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.34,0.021,0.021,Baumgardt2021MNRAS.505.5957B,6.29,0.04,0.04,Baumgardt2020PASA...37...46B,-3.78,0.3,0.3,8.2,0.6,0.6,,Baumgardt2018MNRAS.478.1520B,3.4346,0.0247,0.0247,-2.1588,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-1.524,0.002,0.002,0.044,0.001,0.001,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,12.01,0.46,0.46,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-9.05,0.04,0.04,5.85,11.69,0.0,0.0,53.3708781,-35.7697595,0.99,-7.83,8.63,10.52,770.47,382.39,10.52,,,-1.52,0.0,0.0,spectroscopic,157.84,206.1,5.28,0.07,0.06,,3.06,,,3.06,,,16.95,
ngc_7099,325.092133,-23.179861,NGC 7099,mw,1,,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.636,0.023,0.023,Baumgardt2021MNRAS.505.5957B,7.28,0.05,0.05,Baumgardt2020PASA...37...46B,-185.19,0.17,0.17,5.5,0.4,0.4,,Baumgardt2018MNRAS.478.1520B,-0.7374,0.0246,0.0246,-7.2987,0.0244,0.0244,Vasiliev2021MNRAS.505.5978V,-2.172,0.003,0.003,0.038,0.002,0.002,,Latour2025A&A...694A.248L,,,,,,,,,,,,,,,13.06,0.52,0.52,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-7.36,0.05,0.05,5.18,8.46,0.0,0.0,27.1791358,-46.8354832,-2.0,-6.73,4.72,7.34,774.4,386.29,7.34,,,-2.17,0.0,0.0,spectroscopic,-106.27,-80.78,4.85,0.07,0.06,,2.53,,,2.53,,,18.23,
ngc_7492,347.11117,-15.611469,NGC 7492,mw,1,,1.28,0.02,0.02,-51.0,33.0,33.0,0.03,0.02,0.02,,Munoz2018ApJ...860...66M,16.936,0.051,0.051,Baumgardt2021MNRAS.505.5957B,11.05,0.03,0.03,Baumgardt2020PASA...37...46B,-176.7,0.27,0.27,1.2,1.0,1.0,,Baumgardt2018MNRAS.478.1520B,0.7558,0.0279,0.0279,-2.32,0.0276,0.0276,Vasiliev2021MNRAS.505.5978V,-1.78,,,,,,,Harris1996AJ....112.1487H,,,,,,,,1.25,0.01,0.01,1.0,0.02,0.02,Munoz2018ApJ...860...66M,12.0,1.4,1.4,Forbes2010MNRAS.404.1203F,,,,,,,,,,,,,,,,,,-5.89,0.03,0.03,4.59,24.39,0.0,0.0,53.3863206,-63.477649,1.14,-22.88,8.36,23.56,764.69,376.85,23.56,,,-1.78,,,spectroscopic,-92.19,-48.54,4.09,0.98,0.51,,9.08,0.14,0.14,8.93,0.16,0.16,22.44,
palomar_01,53.3335,79.581055,Palomar 1,mw,1,,0.62,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.241,0.063,0.063,Baumgardt2021MNRAS.505.5957B,12.71,0.5,0.5,Rosenberg1998AJ....115..648R,-75.72,0.29,0.29,,,,,Baumgardt2018MNRAS.478.1520B,-0.2515,0.0342,0.0342,0.0075,0.0373,0.0373,Vasiliev2021MNRAS.505.5978V,-0.65,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,7.3,1.15,1.15,Forbes2010MNRAS.404.1203F,-0.6,0.2,0.2,Rosenberg1998AJ....115..648R,,,,,,,,,,,,,,-2.53,0.5,0.5,3.25,11.17,0.0,0.0,130.0648392,19.0280632,10.48,3.47,1.74,17.36,767.92,379.81,17.36,,,-0.65,,,spectroscopic,96.66,154.89,,,,,2.02,,,2.02,,,22.56,
palomar_02,71.52462,31.3815,Palomar 2,mw,1,,1.12,0.08,0.08,72.0,14.0,14.0,0.05,0.02,0.02,,Munoz2018ApJ...860...66M,17.089,0.107,0.107,Baumgardt2021MNRAS.505.5957B,8.81,0.06,0.06,Baumgardt2020PASA...37...46B,-135.97,1.55,1.55,,,,,Baumgardt2018MNRAS.478.1520B,1.0448,0.0341,0.0341,-1.5218,0.0312,0.0312,Vasiliev2021MNRAS.505.5978V,-1.42,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.99,0.02,0.02,1.69,0.04,0.04,Munoz2018ApJ...860...66M,,,,,,,,,,,,,,,,,,,,,,-8.28,0.06,0.06,5.54,26.17,0.0,0.0,170.5302205,-9.072208,21.63,-2.55,-14.5,34.13,759.33,371.45,34.13,,,-1.42,,,spectroscopic,-109.86,-65.28,,,,,8.51,0.6,0.61,8.29,0.59,0.6,19.89,
palomar_03,151.381622,0.071667,Palomar 3,mw,1,,0.71,0.02,0.02,1.0,28.0,28.0,0.03,0.02,0.02,,Munoz2018ApJ...860...66M,19.885,0.074,0.074,Baumgardt2021MNRAS.505.5957B,14.45,0.03,0.03,Baumgardt2020PASA...37...46B,94.04,0.8,0.8,,,,,Baumgardt2018MNRAS.478.1520B,0.0861,0.0602,0.0602,-0.1484,0.0709,0.0709,Vasiliev2021MNRAS.505.5978V,-1.6,0.02,0.02,,,,,Koch2009A&A...506..729K,,,,,,,,0.72,0.02,0.02,0.87,0.05,0.05,Munoz2018ApJ...860...66M,10.5,0.7,0.7,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-5.44,0.03,0.03,4.41,94.84,0.0,0.0,240.1403798,41.8635847,-15.61,70.49,-61.5,98.14,834.91,449.86,98.14,,,-1.6,0.02,0.02,spectroscopic,-64.18,-117.87,,,,,19.58,0.54,0.55,19.25,0.57,0.56,24.56,
palomar_04,172.318329,28.973373,Palomar 4,mw,1,,0.64,0.02,0.02,87.0,25.0,25.0,0.03,0.01,0.01,,Munoz2018ApJ...860...66M,20.03,0.055,0.055,Baumgardt2021MNRAS.505.5957B,14.17,0.04,0.04,Baumgardt2020PASA...37...46B,72.4,0.24,0.24,,,,,Baumgardt2018MNRAS.478.1520B,-0.1877,0.0419,0.0419,-0.4761,0.0409,0.0409,Vasiliev2021MNRAS.505.5978V,-1.41,,,,,,,Harris1996AJ....112.1487H,,,,,,,,0.64,0.02,0.02,1.12,0.08,0.08,Munoz2018ApJ...860...66M,10.2,0.84,0.84,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-5.86,0.04,0.04,4.58,101.39,0.0,0.0,202.3114284,71.8011585,13.41,98.89,-17.91,104.03,812.89,429.97,104.03,,,-1.41,,,spectroscopic,46.94,18.9,,,,,18.86,0.58,0.59,18.58,0.58,0.59,24.06,
palomar_05,229.019167,-0.121,Palomar 5,mw,1,,3.21,0.06,0.06,,,,,,,,Gieles2021NatAs...5..957G,16.706,0.051,0.051,Baumgardt2021MNRAS.505.5957B,11.77,0.04,0.04,Baumgardt2020PASA...37...46B,-58.8,0.4,0.3,1.3,0.2,0.3,,Baumgardt2018MNRAS.478.1520B,-2.7298,0.0278,0.0278,-2.654,0.0272,0.0272,Vasiliev2021MNRAS.505.5978V,-1.41,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.9,0.86,0.86,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-4.94,0.04,0.04,4.21,21.94,0.0,0.0,0.838912,45.8558725,-11.09,14.49,12.18,17.29,789.41,401.46,17.29,,,-1.41,,,spectroscopic,-41.73,-82.9,4.51,0.19,0.15,,20.48,0.38,0.38,20.48,0.38,0.38,25.19,
palomar_06,265.925812,-26.224995,Palomar 6,mw,1,,1.11,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.24,0.138,0.138,Baumgardt2021MNRAS.505.5957B,7.1,0.06,0.06,Baumgardt2020PASA...37...46B,174.3,1.6,1.6,,,,,Souza2021A&A...656A..78S,-9.2219,0.0384,0.0384,-5.3466,0.0361,0.0361,Vasiliev2021MNRAS.505.5978V,-1.1,0.09,,,,,,Souza2021A&A...656A..78S,,,,,,,,,,,,,,,12.5,0.9,,Souza2021A&A...656A..78S,,,,,,,,,,,,,,,,,,-7.14,0.06,0.06,5.09,7.05,0.0,0.0,2.0900005,1.7788034,-5.0,-0.33,4.95,1.13,779.54,391.41,1.13,,,-1.1,0.09,,spectroscopic,196.38,168.61,,,,,2.28,,,2.28,,,18.22,
palomar_08,280.37729,-19.828858,Palomar 8,mw,1,,1.05,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.268,0.121,0.122,Baumgardt2021MNRAS.505.5957B,9.12,0.1,0.1,Baumgardt2020PASA...37...46B,-31.54,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,-1.9871,0.027,0.027,-5.6935,0.0267,0.0267,Vasiliev2021MNRAS.505.5978V,-0.37,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.15,0.1,0.1,4.69,11.31,0.0,0.0,14.1030662,-6.8006971,-6.16,-2.37,9.19,4.12,778.9,390.83,4.12,,,-0.37,,,spectroscopic,39.39,31.35,,,,,3.46,,,3.46,,,20.12,
palomar_10,289.508728,18.571667,Palomar 10,mw,1,,1.55,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.758,0.277,0.293,Baumgardt2021MNRAS.505.5957B,7.25,0.03,0.03,Baumgardt2020PASA...37...46B,-31.7,0.23,0.23,,,,,Baumgardt2018MNRAS.478.1520B,-4.3225,0.0285,0.0285,-7.1728,0.0286,0.0286,Vasiliev2021MNRAS.505.5978V,-0.1,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.51,0.03,0.03,5.24,8.95,0.0,0.0,52.4363535,2.7248866,0.79,-0.56,8.89,7.58,773.44,385.34,7.58,,,-0.1,,,spectroscopic,170.99,206.46,,,,,4.03,,,4.03,,,19.09,
palomar_11,296.31,-8.007222,Palomar 11,mw,1,,1.5,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.734,0.079,0.079,Baumgardt2021MNRAS.505.5957B,10.62,0.03,0.03,Baumgardt2020PASA...37...46B,-67.64,0.76,0.76,,,,,Baumgardt2018MNRAS.478.1520B,-1.7661,0.03,0.03,-4.9709,0.0284,0.0284,Vasiliev2021MNRAS.505.5978V,-0.4,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.11,0.03,0.03,4.28,14.02,0.0,0.0,31.8051092,-15.575949,-3.62,-5.17,12.52,8.72,774.85,386.83,8.72,,,-0.4,,,spectroscopic,65.52,84.59,,,,,6.12,,,6.12,,,22.39,
palomar_12,326.661804,-21.252611,Palomar 12,sagittarius_1,1,,1.31,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.335,0.035,0.035,Baumgardt2021MNRAS.505.5957B,11.93,0.04,0.04,Baumgardt2020PASA...37...46B,27.91,0.28,0.28,,,,,Baumgardt2018MNRAS.478.1520B,-3.2197,0.0291,0.0291,-3.3335,0.028,0.028,Vasiliev2021MNRAS.505.5978V,-0.85,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,9.11,0.57,0.57,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-4.41,0.04,0.04,4.0,18.49,0.0,0.0,30.5101216,-47.6816443,-3.61,-14.9,10.34,15.29,771.56,383.62,16.72,,,-0.85,,,spectroscopic,113.59,142.24,,,,,7.05,,,7.05,,,23.41,
palomar_13,346.68519,12.771539,Palomar 13,mw,1,,1.14,0.1,0.1,78.0,20.0,20.0,0.05,0.05,0.05,,Munoz2018ApJ...860...66M,16.853,0.037,0.037,Baumgardt2021MNRAS.505.5957B,13.71,0.05,0.05,Baumgardt2020PASA...37...46B,25.3,0.22,0.22,0.6,0.5,0.7,,Bradford2011ApJ...743..167B,1.7475,0.0487,0.0487,0.1038,0.0473,0.0473,Vasiliev2021MNRAS.505.5978V,-1.6,0.1,0.1,,,,0.3,Bradford2011ApJ...743..167B,,,,,,,,1.26,0.09,0.09,2.22,0.19,0.19,Munoz2018ApJ...860...66M,13.4,0.5,0.5,Hamren2013AJ....146..116H,-1.55,0.06,0.06,Hamren2013AJ....146..116H,,,,,,,,,,,,,,-3.14,0.05,0.05,3.49,23.47,0.0,0.0,87.1033028,-42.7002453,11.03,-17.28,11.43,24.55,757.23,369.21,24.55,,,-1.6,0.1,0.1,spectroscopic,200.77,270.69,3.43,1.03,0.57,,7.77,0.67,0.68,7.51,0.67,0.66,24.81,
palomar_14,242.7525,14.957778,Palomar 14,mw,1,,1.36,0.06,0.06,86.0,17.0,17.0,0.09,0.05,0.05,,Munoz2018ApJ...860...66M,19.334,0.048,0.048,Baumgardt2021MNRAS.505.5957B,14.04,0.03,0.03,Baumgardt2020PASA...37...46B,72.28,0.12,0.12,0.38,0.12,0.12,,Jordi2009AJ....137.4586J,-0.4626,0.0384,0.0384,-0.4132,0.0378,0.0378,Vasiliev2021MNRAS.505.5978V,-1.44,0.03,0.03,0.16,,,,Caliskan2012A&A...537A..83C,,,,,,,,1.44,0.06,0.06,1.49,0.08,0.08,Munoz2018ApJ...860...66M,10.5,0.56,0.56,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-5.29,0.03,0.03,4.35,73.59,0.0,0.0,28.745555,42.1915153,-17.41,43.43,56.79,68.59,799.7,414.5,68.59,,,-1.44,0.03,0.03,spectroscopic,173.4,158.93,3.57,0.33,0.24,,29.08,1.27,1.28,27.69,1.42,1.39,25.49,
palomar_15,254.9626,-0.539,Palomar 15,mw,1,,1.49,0.03,0.03,91.0,18.0,18.0,0.04,0.02,0.02,,Munoz2018ApJ...860...66M,18.222,0.056,0.056,Baumgardt2021MNRAS.505.5957B,12.65,0.05,0.05,Baumgardt2020PASA...37...46B,72.27,1.74,1.74,,,,,Baumgardt2018MNRAS.478.1520B,-0.5924,0.0369,0.0369,-0.901,0.0343,0.0343,Vasiliev2021MNRAS.505.5978V,-2.07,,,,,,,Harris1996AJ....112.1487H,,,,,,,,1.45,0.03,0.03,1.04,0.06,0.06,Munoz2018ApJ...860...66M,13.0,1.5,1.5,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-5.57,0.05,0.05,4.46,44.1,0.0,0.0,18.8486277,24.3368937,-19.18,14.18,37.09,37.32,792.0,404.9,37.32,,,-2.07,,,spectroscopic,158.89,141.62,,,,,19.1,0.38,0.38,18.71,0.42,0.41,24.36,
pyxis_1,136.9869,-37.2266,Pyxis,mw,1,,1.62,0.03,0.03,-12.0,31.0,31.0,0.04,0.01,0.01,,Munoz2018ApJ...860...66M,17.813,0.039,0.039,Baumgardt2021MNRAS.505.5957B,12.33,0.04,0.04,Baumgardt2020PASA...37...46B,40.46,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,1.0304,0.0318,0.0318,0.1378,0.0347,0.0347,Vasiliev2021MNRAS.505.5978V,-1.45,0.14,0.14,,,,,Saviane2012A&A...540A..27S,,,,,,,,1.62,0.04,0.04,0.99,0.05,0.05,Munoz2018ApJ...860...66M,11.5,1.0,1.0,Dotter2011ApJ...738...74D,,,,,,,,,,,,,,,,,,-5.48,0.04,0.04,4.43,36.53,0.0,0.0,261.3211742,6.9915453,-20.25,7.73,-29.4,38.59,804.12,416.31,38.59,,,-1.45,0.14,0.14,spectroscopic,-201.51,-268.63,,,,,17.21,0.31,0.32,16.86,0.32,0.32,24.22,
rup106,189.6675,-51.15027778,Rup 106,mw,1,,1.26,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.581,0.038,0.038,Baumgardt2021MNRAS.505.5957B,10.43,0.03,0.03,Baumgardt2020PASA...37...46B,-38.36,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,-1.2535,0.0264,0.0264,0.4009,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.69,0.05,0.05,,,,,DaCosta1992AJ....104..154D,,,,,,,,,,,,,,,10.85,0.74,0.74,Kruijssen2019MNRAS.486.3180K,,,,,,,,,,,,,,,,,,-6.15,0.03,0.03,4.69,20.71,0.0,0.0,300.8880171,11.6707926,-19.45,4.8,-5.26,18.05,796.66,408.52,18.05,,,-1.69,0.05,0.05,spectroscopic,-236.71,-315.68,,,,,7.59,,,7.59,,,21.82,
