key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
andromeda_25,7.54125,46.86139,Andromeda XXV,m_031,1,1,2.7,0.2,0.4,-16.0,30.0,30.0,0.03,0.03,0.16,,Martin2016ApJ...833..167M,24.38,0.06,0.07,Savino2022ApJ...938..101S,15.3,0.2,0.3,Martin2016ApJ...833..167M,-107.7,1.0,1.0,3.7,1.1,1.2,,Charles2023MNRAS.521.3527C,,,,,,,,-1.9,0.1,0.1,,,,,Charles2023MNRAS.521.3527C,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,Putman2021ApJ...913...53P,,,,,,,,,-9.08,0.2,0.3,5.87,751.62,20.48,24.62,119.1543925,-15.8542685,686.8,-228.97,202.04,755.46,84.08,367.94,84.08,,5.39,-1.9,0.1,0.1,spectroscopic,90.46,170.51,6.85,0.33,0.24,,587.73,66.63,68.76,561.55,67.47,67.76,28.24,
andromeda_26,5.94292,47.91194,Andromeda XXVI,m_031,1,1,1.0,0.5,0.6,50.0,90.0,90.0,0.35,0.35,0.33,,Martin2016ApJ...833..167M,24.48,0.07,0.06,Savino2022ApJ...938..101S,18.5,0.5,0.7,Martin2016ApJ...833..167M,-261.6,2.8,3.0,8.6,2.2,2.8,,Collins2013ApJ...768..172C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,,,,,,,,,-5.98,0.5,0.7,4.63,787.05,24.97,22.05,118.14508,-14.702501,718.82,-226.13,227.16,790.78,102.15,405.36,102.15,,4.73,,,,,-59.99,20.01,7.01,0.46,0.34,,231.25,114.25,123.4,164.68,89.07,108.22,28.67,
andromeda_27,9.36292,45.38694,Andromeda XXVII,m_031,1,1,1.8,0.3,0.3,150.0,10.0,10.0,0.4,0.2,0.2,,Richardson2011ApJ...732...76R,24.59,0.12,0.12,Richardson2011ApJ...732...76R,16.69,0.5,0.5,Richardson2011ApJ...732...76R,-539.6,4.5,4.7,14.8,3.1,4.3,,Collins2013ApJ...768..172C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,Putman2021ApJ...913...53P,,,,,,,,,-7.9,0.5,0.5,5.39,827.94,44.51,47.04,120.3590013,-17.4149246,755.43,-271.73,202.43,831.89,78.59,441.83,78.59,,4.96,,,,,-345.94,-265.87,7.8,0.27,0.23,,429.85,73.55,77.81,325.68,78.86,81.0,28.23,
andromeda_28,338.1716667,31.21494444,Andromeda XXVIII,m_031,1,1,1.38,0.06,0.06,35.04,0.97,0.97,0.42,0.06,0.06,,Higgs2021MNRAS.503..176H,24.36,0.05,0.05,Savino2022ApJ...938..101S,15.85,0.4,0.4,Slater2015ApJ...806..230S,-331.1,1.8,1.8,4.9,1.6,1.6,,Tollerud2013ApJ...768...50T,,,,,,,,-1.84,0.15,0.15,0.65,0.15,0.15,,Slater2015ApJ...806..230S,,,,,,,,1.38,0.06,0.06,0.84,0.13,0.13,Higgs2021MNRAS.503..176H,,,,,,,,,,,,0.17,Putman2021ApJ...913...53P,-1.95,0.04,0.04,0.34,0.05,0.05,,Fu2024ApJ...975....2F,-8.51,0.4,0.4,5.64,744.73,16.95,17.35,91.0304648,-22.9263945,473.54,-342.97,461.26,744.91,367.72,440.79,367.72,,4.35,-1.84,0.15,0.15,spectroscopic,-108.18,-32.36,6.7,0.34,0.25,,298.42,14.45,14.75,227.23,16.44,16.15,26.84,
andromeda_29,359.73167,30.75561,Andromeda XXIX,m_031,1,1,1.39,0.08,0.08,55.0,4.0,4.0,0.29,0.04,0.04,,Slater2015ApJ...806..230S,24.26,0.06,0.06,Savino2022ApJ...938..101S,16.09,0.3,0.3,Slater2015ApJ...806..230S,-194.4,1.5,1.5,5.7,1.2,1.2,,Tollerud2013ApJ...768...50T,,,,,,,,-1.9,0.12,0.12,0.57,0.11,0.11,,Slater2015ApJ...806..230S,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,Putman2021ApJ...913...53P,,,,,,,,,-8.17,0.3,0.3,5.5,711.21,19.38,19.93,109.8015984,-30.7737523,541.69,-392.81,241.03,713.62,189.06,346.64,189.06,,4.38,-1.9,0.12,0.12,spectroscopic,-3.59,76.16,6.86,0.21,0.17,,286.8,17.93,18.58,241.87,16.84,16.58,27.32,
andromeda_35,6.660833,40.108111,Andromeda XXXV,m_031,1,1,0.27,0.06,0.09,82.0,17.0,17.0,0.43,0.23,0.17,,Arias2025ApJ...982L...3A,24.83,0.15,0.17,Arias2025ApJ...982L...3A,19.63,0.3,0.03,Arias2025ApJ...982L...3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,,,Arias2025ApJ...982L...3A,,,,,,,,,,,,,,-5.2,0.3,0.03,4.31,924.7,61.72,75.3,117.8029431,-22.516582,804.88,-383.45,245.36,928.23,156.09,537.68,156.09,,,-1.9,,,isochrone,,,,,,,71.62,20.21,21.23,52.48,17.52,18.91,26.97,hb
cassiopeia_2,9.14417,49.64694,Cassiopeia II,m_031,1,1,1.5,0.2,0.2,110.0,9.0,9.0,0.43,0.12,0.1,,Martin2016ApJ...833..167M,23.74,0.06,0.06,Savino2022ApJ...938..101S,16.0,0.2,0.3,Martin2016ApJ...833..167M,-139.8,6.6,36.0,11.8,4.7,7.7,,Collins2013ApJ...768..172C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,Putman2021ApJ...913...53P,,,,,,,,,-7.74,0.2,0.3,5.33,559.76,15.25,15.68,120.4624298,-13.1535361,521.51,-144.06,143.54,563.81,237.28,184.89,237.28,,4.44,,,,,58.2,137.59,7.36,0.64,0.38,,243.04,32.68,33.35,182.4,30.13,30.9,27.14,
cassiopeia_3,8.989333333333333,51.56005555555555,Cassiopeia III,m_031,1,1,4.73,0.09,0.09,91.0,2.0,2.0,0.3,0.01,0.01,,Rhode2023AJ....166..180R,24.52,0.06,0.06,Savino2022ApJ...938..101S,12.12,0.2,0.2,Rhode2023AJ....166..180R,-371.6,0.7,0.7,8.4,0.6,0.6,,Martin2014ApJ...793L..14M,,,,,,,,-1.7,0.1,0.1,,,,,Martin2014ApJ...793L..14M,,,,,,,,4.63,0.06,0.06,0.57,0.02,0.02,Rhode2023AJ....166..180R,,,,,,,,,,,,0.54,Putman2021ApJ...913...53P,,,,,,,,,-12.4,0.2,0.2,7.19,801.68,21.85,22.46,120.4799614,-11.2379762,752.39,-180.43,209.86,805.75,144.69,425.67,144.69,,4.91,-1.7,0.1,0.1,spectroscopic,-171.93,-93.0,7.78,0.07,0.06,,1102.0,36.18,37.43,922.35,31.15,31.56,26.0,
ic_0010,5.102083333,59.29166667,IC 10,m_031,1,1,2.65,,,,,,0.19,0.02,0.02,,McConnachie2012AJ....144....4M,24.43,0.03,0.03,McQuinn2017ApJ...834...78M,9.5,0.2,0.2,McConnachie2012AJ....144....4M,-348.0,1.0,1.0,,,,,McConnachie2012AJ....144....4M,-0.002,0.008,0.008,0.02,0.008,0.008,Brunthaler2007A&A...462..101B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.6,40.4,40.4,,Putman2021ApJ...913...53P,,,,,,,,,-14.93,0.2,0.2,8.21,769.13,10.55,10.7,118.9726887,-3.3413375,728.58,-71.23,235.92,773.09,246.64,419.02,246.64,7.67,,,,,,-140.19,-63.8,,,,,592.89,,,533.6,,,22.28,
lacerta_1,344.5509166666666,41.30619444444444,Lacerta I,m_031,1,1,3.13,0.05,0.05,-64.0,1.0,1.0,0.41,0.01,0.01,,Rhode2023AJ....166..180R,24.36,0.05,0.05,Savino2022ApJ...938..101S,13.15,0.3,0.3,Rhode2023AJ....166..180R,-198.4,1.1,1.1,10.3,0.9,0.9,,Martin2014ApJ...793L..14M,,,,,,,,-2.0,0.1,0.1,,,,,Martin2014ApJ...793L..14M,,,,,,,,3.18,0.05,0.05,0.83,0.03,0.03,Rhode2023AJ....166..180R,,,,,,,,,,,,0.71,Putman2021ApJ...913...53P,,,,,,,,,-11.21,0.3,0.3,6.72,744.73,16.95,17.35,101.0962317,-16.7149811,575.03,-259.35,395.86,746.27,260.25,400.69,260.25,,4.97,-2.0,0.1,0.1,spectroscopic,27.81,106.84,7.71,0.08,0.07,,677.54,18.6,19.23,520.47,14.97,15.43,25.94,
lgs_3,15.97916667,21.885,LGS 3,m_031,1,1,2.1,0.2,0.2,0.0,,,0.2,,,,McConnachie2012AJ....144....4M,23.91,0.05,0.05,Savino2022ApJ...938..101S,14.3,0.1,0.1,McConnachie2012AJ....144....4M,-286.5,0.3,0.3,7.9,2.9,5.3,,McConnachie2012AJ....144....4M,0.023,0.01,0.01,0.005,0.0099,0.0099,Bennet2025arXiv250911299B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,0.14,0.14,,Putman2021ApJ...913...53P,,,,,,,,,-9.61,0.1,0.1,6.08,605.34,13.78,14.1,126.7624627,-40.893917,449.77,-403.16,40.1,609.06,291.99,274.26,291.99,5.37,,,,,,-148.7,-73.97,7.28,0.63,0.37,,368.45,35.58,36.5,329.55,31.82,32.65,26.55,
m_032,10.674125,40.86511111,M 32,m_031,1,1,0.47,0.05,0.05,159.0,2.0,2.0,0.25,0.02,0.02,,McConnachie2012AJ....144....4M,24.44,0.06,0.06,Savino2022ApJ...938..101S,8.1,0.1,0.1,McConnachie2012AJ....144....4M,-199.0,6.0,6.0,92.0,5.0,5.0,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,Putman2021ApJ...913...53P,,,,,,,,,-16.34,0.1,0.1,8.77,772.68,21.06,21.65,121.1498965,-21.9763885,688.01,-309.43,167.1,776.61,6.48,384.6,6.48,,5.22,,,,,-13.18,67.0,8.85,0.07,0.07,,105.2,11.37,11.72,91.19,9.82,10.07,17.03,
ngc_0147,8.298333333,48.50777778,NGC 147,m_031,1,1,3.17,,,25.0,3.0,3.0,0.41,0.02,0.02,,McConnachie2012AJ....144....4M,24.33,0.06,0.06,Savino2022ApJ...938..101S,9.5,0.1,0.1,McConnachie2012AJ....144....4M,-193.1,0.8,0.8,16.0,1.0,1.0,,McConnachie2012AJ....144....4M,0.0232,0.0143,0.0143,0.0378,0.0146,0.0146,Sohn2020ApJ...901...43S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,Putman2021ApJ...913...53P,,,,,,,,,-14.83,0.1,0.1,8.17,734.51,20.02,20.58,119.8158592,-14.2535533,678.75,-203.38,193.5,738.46,106.45,353.27,106.45,,4.9,,,,,5.3,85.0,8.09,0.06,0.05,,677.31,,,520.25,,,22.32,
ngc_0185,9.741666667,48.33611111,NGC 185,m_031,1,1,2.55,,,35.0,3.0,3.0,0.15,0.1,0.1,,McConnachie2012AJ....144....4M,24.06,0.06,0.06,Savino2022ApJ...938..101S,9.2,0.1,0.1,McConnachie2012AJ....144....4M,-203.8,1.1,1.1,24.0,1.0,1.0,,McConnachie2012AJ....144....4M,0.0242,0.0141,0.0141,0.0058,0.0147,0.0147,Sohn2020ApJ...901...43S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.11,0.11,,Putman2021ApJ...913...53P,,,,,,,,,-14.86,0.1,0.1,8.18,648.63,17.68,18.17,120.7918562,-14.4838083,601.91,-180.97,160.24,652.7,154.95,267.84,154.95,5.09,,,,,,-7.87,71.72,8.37,0.05,0.04,,481.13,,,443.58,,,21.95,
ngc_0205,10.09375,41.68638889,NGC 205,m_031,1,1,2.46,0.1,0.1,28.0,5.0,5.0,0.43,0.1,0.1,,McConnachie2012AJ....144....4M,24.61,0.06,0.06,Savino2022ApJ...938..101S,8.1,0.1,0.1,McConnachie2012AJ....144....4M,-246.0,1.0,1.0,35.0,5.0,5.0,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0.19,0.19,,Putman2021ApJ...913...53P,,,,,,,,,-16.51,0.1,0.1,8.84,835.6,22.77,23.41,120.717803,-21.1377936,746.69,-324.08,188.81,839.5,59.97,447.54,59.97,5.61,,,,,,-58.02,22.23,8.71,0.14,0.13,,596.67,28.56,30.08,450.57,46.9,43.89,20.33,
pegasus_5,349.6158333,33.35888889,Pegasus V,m_031,1,1,0.4,0.1,0.2,96.0,57.0,47.0,0.01,0.01,0.01,,Collins2022MNRAS.515L..72C,24.2,0.1,0.095,Collins2022MNRAS.515L..72C,17.9,0.2,0.2,Collins2022MNRAS.515L..72C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3,0.2,0.2,4.75,691.83,31.14,30.94,101.4910579,-25.6126205,505.48,-337.5,330.48,693.34,249.82,346.26,249.82,,,,,,,,,,,,,79.54,29.46,30.52,79.15,29.06,30.24,26.76,
pegasus_7,345.455417,32.097778,Pegasus VII,m_031,1,1,0.8,0.2,0.1,40.0,9.0,12.0,0.5,0.2,0.1,,Smith2025ApJ...983...59S,24.38,0.18,0.17,Smith2025ApJ...983...59S,18.68,0.2,0.2,Smith2025ApJ...983...59S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,Smith2025ApJ...983...59S,-2.0,,,Smith2025ApJ...983...59S,,,,,,,,,,,,,,-5.7,0.2,0.2,4.51,751.62,59.79,61.21,97.3878815,-25.2802852,520.77,-367.1,398.71,752.61,293.92,418.37,293.92,,,-2.0,,,isochrone,,,,,,,172.83,34.13,36.78,120.61,30.56,32.22,28.28,hb
perseus_1,45.347666666666655,40.984833333333334,Perseus I,m_031,1,1,1.4,0.06,0.07,-58.0,21.0,25.0,0.09,0.06,0.06,,Rhode2023AJ....166..180R,24.24,0.06,0.06,Savino2022ApJ...938..101S,15.37,0.3,0.3,Rhode2023AJ....166..180R,-326.0,3.0,3.0,4.2,4.2,3.6,,Martin2014ApJ...793L..14M,,,,,,,,-2.0,0.2,0.2,,,,,Martin2014ApJ...793L..14M,,,,,,,,1.39,0.07,0.07,0.7,0.1,0.1,Rhode2023AJ....166..180R,,,,,,,,,,,,0.56,Putman2021ApJ...913...53P,,,,,,,,,-8.87,0.3,0.3,5.78,704.69,19.2,19.74,147.818198,-15.5235742,667.73,-173.9,-143.14,711.33,339.58,394.11,339.58,,4.82,-2.0,0.2,0.2,spectroscopic,-212.57,-145.1,6.67,1.03,0.55,,286.41,15.27,15.67,272.22,17.0,16.3,26.88,
pisces_7,20.419,26.391,Pisces VII,m_033,1,1,0.67,0.1,0.2,96.0,36.0,32.0,,,,0.1,Collins2024MNRAS.528.2614C,24.8,0.2,0.2,Collins2024MNRAS.528.2614C,18.8,0.3,0.3,Collins2024MNRAS.528.2614C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,0.3,0.3,4.63,912.01,80.25,87.99,131.3064958,-35.9885564,733.81,-541.24,18.48,916.37,282.15,552.33,94.12,,,,,,,,,,,,,175.12,40.98,44.44,175.12,40.98,44.44,28.79,
triangulum_4,22.162208333333332,30.984333333333336,Triangulum IV,m_033,0,0,6.5,1.3,1.5,90.0,47.0,56.0,0.21,0.14,0.19,,Ogami2024arXiv240707481O,24.85,0.1,0.11,Ogami2024arXiv240707481O,18.46,0.52,0.54,Ogami2024arXiv240707481O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.08,0.08,Ogami2024arXiv240707481O,,,,,,,,,,,,,,-6.39,0.52,0.54,4.79,933.25,42.0,48.49,132.2572504,-31.2127237,794.99,-488.52,17.46,937.95,258.05,564.06,76.43,,,-1.9,0.08,0.08,isochrone,,,,,,,1748.78,380.86,393.11,1517.54,361.95,365.96,33.09,
